id,name,est_diameter_min,est_diameter_max,relative_velocity,miss_distance,orbiting_body,sentry_object,absolute_magnitude,hazardous,predicted_values,Classification_Success
42834,3754256,(2016 LN48),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
1642,3080816,(2001 NJ6),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
17842,3345301,(2006 SQ131),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
77558,54016499,(2020 GH2),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
26256,2470864,470864 (2008 YV148),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
65228,3742057,(2016 CE31),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
4955,3991614,(2020 BC16),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
16976,3771633,(2017 FZ2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
7276,3781406,(2017 RS2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
11805,3263235,(2004 XO),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
40711,3558897,(2011 EL17),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
1641,54194965,(2021 RW6),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
2967,3332535,(2006 JY26),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
39810,3725122,(2015 OR78),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
63448,2414990,414990 (2011 EM51),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
8426,54106310,(2021 BZ),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
81564,54224990,(2021 WO2),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
50467,54234943,(2022 AD),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
89682,3714123,(2015 FG36),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
27137,3253150,(2004 SR),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
34891,3874054,(2019 SW10),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
39191,3180181,(2004 HB39),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
29662,3989089,(2020 BG5),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
21435,54111255,(2007 TQ493),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
57196,3843912,(2019 SP1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
4114,2228368,228368 (2000 WK10),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
67147,3715995,(2015 HG),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
19878,3648711,(2013 SN24),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
31240,3360541,(2006 WV29),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
2770,3795129,(2017 YJ7),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
12149,3263540,(2004 XO29),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
81168,3739155,(2016 AE2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
4539,3824060,(2018 JH1),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
16382,3616696,(2012 VM6),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
3683,2141052,141052 (2001 XR1),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
35756,3008362,(1996 AE2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
84117,2436116,436116 (2009 TB3),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
77054,3788898,(2017 UC45),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
30024,3772993,(2017 FY101),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
2587,3459086,(2009 HY67),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
45126,3763959,(2016 WQ1),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
38715,3748472,(2016 FU12),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
67870,3716635,(2015 HT9),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
32658,3183847,(2004 LO2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
4461,3711174,(2015 DD155),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
24069,3582137,(2011 UG20),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
210,3070801,(2001 CQ36),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
19567,3367842,(2007 CF19),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
34890,3838837,(2019 DP),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
70448,3872634,(2019 SH8),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
83089,3959231,(2019 YL4),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
6596,54230077,(2021 XC6),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
17350,2363024,363024 (1998 OK1),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
44020,3755343,(2016 NF33),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
69083,54192187,(2021 RN1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
80161,3157482,(2003 OA3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
20522,3838097,(2019 CU),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
66534,3253150,(2004 SR),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
81577,3764727,(2016 WF7),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
68106,2523795,523795 (2015 TQ178),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
19809,3313739,(2006 BA9),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
18801,3360540,(2006 WU29),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
37563,2004341,4341 Poseidon (1987 KF),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
60468,3648676,(2013 SB21),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
49599,54055116,(2020 TM3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
76187,3557535,(2011 CK50),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
3234,3753664,(2016 LV),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
18587,54265628,(2022 FN1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
83211,54132074,(2021 FR),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
45207,3756796,(2016 OZ2),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
41135,3735632,(2015 XT),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
85401,2285571,285571 (2000 PQ9),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
60591,2065733,65733 (1993 PC),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
68593,3799272,(2018 CZ1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
82970,54114208,(2021 CF5),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
30382,3827162,(2018 RR),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
89773,3803909,(2018 HN),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
69594,3837783,(2019 AM8),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
62055,2398188,398188 Agni (2010 LE15),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
62716,3836720,(2018 XN),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
51820,3831859,(2018 TD6),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
15386,3715498,(2015 GS),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
58689,3653922,(2013 WW44),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
70319,3484839,(2010 AO2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
51810,54096685,(2020 VZ6),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
35462,3574101,(2011 OS15),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
85129,2022753,22753 (1998 WT),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
61998,2085953,85953 (1999 FK21),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
85195,3725122,(2015 OR78),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
22219,2543319,543319 (2013 YE38),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
11465,3613392,(2012 UX68),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
39026,2154330,154330 (2002 VX94),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
86664,54194354,(2021 RD6),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
24450,3766590,(2017 BW),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
46690,54016445,(2020 GN),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
34607,54135546,(2021 GK4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
82641,3837981,(2019 BV1),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
4710,3599934,(2012 DY32),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
25644,3745058,(2016 EP1),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
2805,2416151,416151 (2002 RQ25),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
3364,3114018,(2002 CS11),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
35847,3577067,(2011 QE48),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
72676,3740101,(2016 AB166),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
25058,2194268,194268 (2001 UY4),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
81481,54088822,(2020 WY),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
59237,2413563,413563 (2005 TG45),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
86952,3775206,(2017 LX),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
5070,3137829,(2002 SF),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
36073,3579749,(2011 SZ120),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
83483,54132068,(2021 FK),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
66831,54190080,(2021 QO1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
27259,3461232,(2009 KT4),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
54305,3826811,(2018 PG22),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
32076,3714118,(2015 FB36),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
40454,3610181,(2012 TM79),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
52098,3742342,(2016 CL136),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
85842,54192163,(2021 RQ),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
39221,2329395,329395 (2002 AC),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
48083,54168304,(2021 NM4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
5842,3588065,(2011 WV4),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
69783,2483423,483423 (2000 DO1),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
66904,3773057,(2017 FT102),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
85807,54132233,(2021 FO1),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
22541,3724222,(2015 MZ130),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
84448,3729845,(2015 TG145),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
59836,3666430,(2014 FA7),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
4239,3789744,(2017 WE28),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
55490,2409204,409204 (2003 WX25),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
51063,3472366,(2009 UC19),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
67085,2363505,363505 (2003 UC20),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
39694,2317685,317685 (2003 NO4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
52804,3740664,(2016 BQ),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
8916,2612050,612050 (1997 GL3),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
71964,3753073,(2016 JB18),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
71080,3842776,(2019 LB2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
4228,2393569,393569 (2003 JC13),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
28830,3471587,(2009 UE),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
39205,2344076,344076 (1998 HJ3),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
34930,3841534,(2019 HQ),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
15218,3309286,(2005 YS8),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
57722,3840870,(2019 GO4),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
59057,3774576,(2017 JM2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
23722,3763268,(2016 VR),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
18348,54162241,(2019 WQ19),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
31288,3825491,(2018 MJ7),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
17638,54256784,(2022 EK6),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
4308,3600105,(2012 DH54),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
15886,2277475,277475 (2005 WK4),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
39222,2435058,435058 (2006 XG2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
64926,2004581,4581 Asclepius (1989 FC),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
72710,54224426,(2021 WF2),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
49966,3842660,(2019 KK4),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
24748,2378842,378842 (2008 TD4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
87931,54225007,(2021 WF3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
50974,3837918,(2019 AR13),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
51107,3788016,(2017 UY4),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
12497,3401902,(2008 CZ4),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
89149,54266167,(2022 CW22),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
13369,54016661,(2020 HH3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
67465,3719728,(2015 KZ56),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
49340,3781897,(2017 SL16),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
79338,54048888,(2020 OK1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
20623,2415713,415713 (1998 XX2),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
73432,2153814,153814 (2001 WN5),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
2523,3617959,(2012 VJ77),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
17832,3667048,(2014 GQ17),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
62324,3663827,(2014 EZ24),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
65624,3893594,(2019 WM3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
76033,3986680,(2020 AL3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
39941,3843055,(2019 MK2),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
88996,54244535,(2022 CT),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
9033,3646734,(2013 QC11),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
88088,54225511,(2021 WU4),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
29594,3766118,(2016 YJ3),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
47160,3662482,(2014 DP21),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
88238,2459462,459462 (2013 AY52),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
47107,3758928,(2016 RQ1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
56752,54016430,(2020 GB),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
49351,2496817,496817 (1989 VB),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
4580,3765643,(2016 XE2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
45790,3673736,(2014 LQ25),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
79102,2137108,137108 (1999 AN10),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
68621,3803910,(2018 HP),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
46239,3125005,(2002 JQ9),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
84458,54144919,(2021 JH4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
1421,2539856,539856 (2017 EV2),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
18735,3675229,(2014 NG65),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
49830,2499490,499490 (2010 MW),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
54496,3827566,(2018 RO4),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
83782,2438902,438902 (2009 WF104),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
67892,3719468,(2015 KE19),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
79682,3603125,(2012 HH31),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
86499,54194349,(2021 RY5),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
66539,3711782,(2015 DM155),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
47475,54236620,(2022 AG6),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
19414,3327361,(2006 EK53),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
70458,3825664,(2018 OF),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
11173,2211871,211871 (2004 HO),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
59225,3748492,(2016 FW13),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
45554,2477490,477490 (2010 CG18),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
19800,3403074,(2008 CC175),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
7272,2393569,393569 (2003 JC13),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
5161,3686281,(2014 QO434),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
89198,3991699,(2020 DX1),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
14513,2405762,405762 (2005 YO180),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
57094,2420738,420738 (2012 TS),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
75720,3968763,(2020 AD),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
90207,3764703,(2016 WU2),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
46902,54215643,(2021 VQ),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
73110,3843407,(2019 OJ3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
22001,3393169,(2007 VD12),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
53644,2517681,517681 (2015 DE198),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
35924,54053824,(2020 RG2),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
53146,54145572,(2021 JH7),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
23033,3761476,(2016 TT93),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
2374,54099942,(2020 XJ4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
79007,3715358,(2015 FP332),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
35181,3568377,(2011 MQ3),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
87606,54216380,(2021 VJ4),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
10274,54017559,(2020 MX),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
24321,54138702,(2021 GB24),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
55974,3836922,(2018 XK5),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
51340,3796293,(2018 AJ),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
88348,3566360,(2011 KB),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
59487,3578627,(2011 SP5),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
18367,3358222,(2006 VX2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
19587,3709250,(2015 BY512),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
60413,54105522,(2021 AA6),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
2310,3762462,(2016 TH94),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
31320,3314201,(2006 BR98),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
32110,3549561,(2010 TJ167),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
68628,3710228,(2015 CV13),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
22724,3607527,(2012 PY19),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
90231,2468481,468481 (2004 TP20),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
77971,54017639,(2020 MW2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
17327,3743123,(2016 CA138),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
65513,3694781,(2014 UF115),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
10658,3827355,(2018 RH3),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
72424,3842686,(2019 LN),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
2315,54016461,(2020 GB1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
27300,3753713,(2016 LB2),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
90245,3638505,(2013 JX28),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
42627,3716433,(2015 HA1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
20646,3771564,(2017 FJ),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
37420,3797493,(2018 AZ3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
56341,3837634,(2019 AM3),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
78533,54017545,(2020 LG2),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
54870,3843642,(2019 QJ4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
21987,3989308,(2020 BW13),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
48974,3558282,(2011 EW4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
19885,3560920,(2011 GF),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
22475,3674961,(2014 OD4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
38593,3584579,(2011 UD256),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
12486,3174187,(2004 BT58),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
19852,3695647,(2014 UZ191),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
19061,3596262,(2012 BX34),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
57060,54123627,(2021 DU1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
65571,3156302,(2003 LN6),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
67089,3693270,(2014 TS57),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
83442,54132066,(2021 FJ),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
32347,3768653,(2017 CW1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
52839,3763339,(2016 VZ1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
12304,3267313,(2005 CC37),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
75888,54191333,(2021 QP3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
28554,3467094,(2009 RG2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
50574,3477943,(2009 WZ7),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
31326,3838844,(2019 DW),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
7968,3781947,(2017 SX17),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
61982,3015694,(1998 VD32),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
51823,54130505,(2021 EF2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
7296,3669253,(2014 HQ124),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
6918,3457846,(2009 HG21),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
44553,3761146,(2016 UD),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
44366,2523737,523737 (2014 RC11),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
35406,3568373,(2011 MX2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
57699,2476904,476904 (2008 WK32),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
55236,3831876,(2018 UC),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
49047,54192187,(2021 RN1),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
79542,54051328,(2020 QH4),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
44279,3633189,(2013 FY13),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
41344,2350751,350751 (2002 AW),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
34159,2364136,364136 (2006 CJ),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
64254,2405189,405189 (2003 BO1),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
38324,3719864,(2015 KP57),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
81839,3361626,(2006 WG129),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
76267,2152828,152828 (1999 VT25),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
4647,54088799,(2020 WB),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
81752,54098707,(2020 XD2),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
65131,3552662,(2010 WA9),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
16317,3736412,(2015 XX169),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
72826,3893404,(2019 WS1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
17105,3838860,(2019 DN1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
58841,54134936,(2021 GU1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
22116,3303217,(2005 WX),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
83389,3715910,(2015 GC14),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
35656,54171999,(2021 OT),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
35260,3841620,(2019 HM3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
23105,3404491,(2008 DV22),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
32927,3836116,(2018 VE5),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
32746,3564590,(2011 JA),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
74421,3879241,(2019 UV),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
69147,3829424,(2018 RO5),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
17998,3448008,(2009 DQ4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
58002,3879165,(2019 TY6),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
67878,3653915,(2013 WR44),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
31163,3154511,(2003 KQ18),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
59324,54171311,(2021 NS8),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
53095,3618405,(2012 WS3),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
